week_start_date,ndvi_ne,ndvi_nw,ndvi_se,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_tdtr_k,station_diur_temp_rng_c,station_max_temp_c,station_precip_mm
2008-11-18,0.070175,0.044000000000000004,0.22104290000000001,22.49,299.712857143,49.42,78.64,2.51428571429,5.71428571429,30.6,56.9
2008-11-25,0.03925,0.0731,0.1884,9.3,299.35571428599997,31.83,75.9971428571,2.1428571428599996,5.45714285714,30.0,32.8
2008-12-02,-0.0874,0.1729,0.1455833,3.64,298.582857143,0.72,68.94428571430001,2.5714285714300003,6.485714285709999,28.9,4.1
2008-12-09,0.0362,0.06956667,0.2926429,0.0,298.552857143,9.52,72.79,1.9142857142900003,5.65714285714,28.9,11.2
2008-12-16,0.0306,0.0238,0.28902859999999997,7.75,298.575714286,25.75,76.2185714286,2.08571428571,6.11428571429,30.6,37.9
2008-12-23,-0.00395,-0.0159,0.19931429999999997,0.0,297.788571429,17.5,73.7785714286,2.6,6.02857142857,28.9,11.7
2009-01-01,0.5004,0.161425,0.16078570000000003,0.0,297.767678571375,9.596875,73.87741071430625,2.752678571429375,6.124999999999376,28.9,7.14375
2009-01-08,-0.0814,0.0081,0.35324,0.0,297.75142857099996,3.45,73.9542857143,2.87142857143,6.2,28.9,3.6
2009-01-15,0.0764,0.0102,0.17193329999999998,0.0,298.291428571,6.5,77.5228571429,1.9857142857099999,6.02857142857,29.4,8.5
2009-01-22,0.03183333,0.01133333,0.1108286,9.09,297.921428571,29.9,80.02,2.5,6.11428571429,31.1,18.6
2009-01-29,0.0626,-0.00625,0.21146669999999998,0.0,298.042857143,21.1,81.3328571429,2.2857142857099997,6.514285714290001,31.1,22.6
2009-02-05,0.0162,0.000625,0.1229,0.0,297.89,12.0,77.83,2.7857142857099997,5.78571428571,30.0,11.7
2009-02-12,0.0558,0.07665,0.2572,0.0,297.542857143,32.43,76.9514285714,2.32857142857,6.4,30.6,62.8
2009-02-19,0.0374,0.07305,0.1799714,11.01,297.35571428599997,31.2,73.58428571430001,2.3571428571400004,5.71428571429,30.0,14.6
2009-02-26,0.4708,0.2018,0.3043,5.82,297.60571428599997,5.0,73.2571428571,2.3571428571400004,6.25714285714,30.0,5.8
2009-03-05,0.0714,-0.05,0.2076714,63.28,297.9,4.08,74.30571428569999,2.7,6.885714285710001,30.0,1.0
2009-03-12,0.036950000000000004,-0.0287,0.07662857,31.47,296.804285714,33.5,74.9171428571,1.8,4.84285714286,31.1,21.6
2009-03-19,0.0025,0.00592,0.2417714,0.0,296.651428571,10.06,72.25857142859999,2.1857142857099996,5.37142857143,28.3,25.5
2009-03-26,-0.12956669999999998,-0.06473333,0.19907139999999998,9.09,297.07,24.84,74.93,3.6571428571399998,6.885714285710001,30.0,21.9
2009-04-02,0.1003,0.1035,0.1227,3.79,296.69285714299997,9.4,72.4642857143,2.41428571429,5.54285714286,28.9,3.8
2009-04-09,-0.04683333,0.038439999999999995,0.16544289999999998,0.0,297.508571429,3.74,74.72857142859999,2.91428571429,6.41428571429,30.0,13.0
2009-04-16,-0.036716665,-0.0276,0.1130286,0.0,298.24857142900004,0.5,73.9214285714,3.2857142857099997,7.0,30.6,0.9
2009-04-23,-0.0266,0.0271,0.1302286,14.71,298.532857143,4.5,74.1928571429,3.2,7.54285714286,32.8,35.0
2009-04-30,0.0558,0.0407,0.1873143,18.69,298.602857143,10.9,76.1242857143,2.3571428571400004,6.21428571429,31.7,23.6
2009-05-07,0.0584,0.0277,0.048,8.25,298.071428571,15.6,76.06,2.65714285714,5.41428571429,30.0,13.7
2009-05-14,0.03605,0.05396667,0.10714289999999999,34.87,298.218571429,29.93,82.3328571429,1.74285714286,4.7,30.6,23.4
2009-05-21,0.0736,0.04505,0.1062143,28.6,297.971428571,65.47,82.2571428571,1.8,4.72857142857,29.4,44.2
2009-05-28,0.03575,0.044000000000000004,0.2181571,92.89,299.265714286,18.3,84.41428571430001,2.5,5.71428571429,31.1,46.7
2009-06-04,-0.0021,0.0656,0.1694714,19.06,299.744285714,5.22,78.30857142859999,2.8142857142900004,5.8,33.3,44.7
2009-06-11,0.018674999999999997,0.0713,0.08968571,34.18,299.56,23.83,79.27142857140001,2.62857142857,6.45714285714,32.2,78.7
2009-06-18,0.03945,0.035,0.1112143,55.21,299.951428571,8.61,79.7214285714,2.45714285714,6.28571428571,32.8,80.1
2009-06-25,0.02156667,0.01685,0.18475,38.8,300.241428571,9.6,76.37,2.91428571429,6.985714285710001,33.3,40.0
2009-07-02,-0.0798,0.00745,0.2403333,19.38,300.62142857099997,4.0,77.3214285714,3.75714285714,6.65714285714,33.9,0.0
2009-07-09,0.02915,0.11173330000000001,0.1795286,40.29,300.87,11.49,76.9185714286,2.82857142857,6.57142857143,33.9,50.0
2009-07-16,0.0501,0.069,0.20323329999999998,5.22,300.717142857,15.43,79.1828571429,2.87142857143,5.34285714286,32.8,12.7
2009-07-23,0.0067,0.05496667,0.1936286,8.15,300.758571429,27.4,79.58428571430001,2.82857142857,5.95714285714,32.8,28.2
2009-07-30,0.0838,0.14093329999999998,0.1300714,26.35,300.86571428599996,26.64,78.73,2.65714285714,6.18571428571,32.8,61.5
2009-08-06,-0.002,-0.035525,0.2497143,6.73,300.83,20.01,77.5728571429,2.3571428571400004,5.55714285714,32.8,9.4
2009-08-13,0.0323,0.04776667,0.15541429999999998,16.15,300.924285714,21.5,77.83571428569999,2.34285714286,6.32857142857,33.3,36.1
2009-08-20,0.017277776666666668,0.02,0.1940333,90.59,300.72,49.1,79.1828571429,2.45714285714,5.78571428571,32.8,86.7
2009-08-27,0.0022555533333333336,-0.0002333333,0.2517,15.02,300.877142857,32.72,79.7,2.8857142857099998,5.22857142857,33.9,11.3
2009-09-03,-0.01276667,0.0009,0.1799,9.63,301.101428571,8.1,76.5442857143,2.82857142857,7.07142857143,35.0,76.3
2009-09-10,0.0595,0.08106000000000001,0.1314286,30.56,300.62142857099997,49.2,80.3257142857,2.5,5.02857142857,31.7,21.4
2009-09-17,0.0879,0.07886667,0.08078571,9.52,300.842857143,10.0,77.8542857143,3.35714285714,6.34285714286,34.4,104.7
2009-09-24,-0.06316667,0.058325,0.15371429999999997,53.19,300.772857143,23.52,77.2185714286,2.98571428571,6.54285714286,34.4,35.8
2009-10-01,0.141466665,0.006025,0.1571,43.31,301.14428571400003,15.4,78.55142857140001,3.01428571429,5.78571428571,33.3,1.6
2009-10-08,0.3461,0.04855,0.1787667,60.94,301.345714286,28.47,77.7671428571,2.58571428571,6.1,33.3,7.4
2009-10-15,0.19475,0.135325,0.2547429,20.01,301.04571428599996,40.1,79.91571428569999,2.8857142857099998,5.38571428571,33.3,29.5
2009-10-22,-0.07906667,-0.12845,0.2722429,5.52,300.831428571,18.7,79.3128571429,2.54285714286,6.34285714286,33.3,18.6
2009-10-29,-0.05202500250000001,-6.666667e-05,0.2418571,10.07,300.757142857,15.38,75.4471428571,2.8857142857099998,6.5,33.9,2.1
2009-11-05,-0.02498333500000001,-0.1572,0.1306714,12.01,300.407142857,9.11,75.0357142857,2.82857142857,5.71428571429,32.2,36.0
2009-11-12,0.002058332499999996,-0.20600000000000002,0.23208330000000002,51.55,300.20428571400004,37.29,77.66571428569999,2.3857142857099998,5.42857142857,30.6,121.1
2009-11-19,0.0291,-0.03568,0.13498329999999997,94.13,300.104285714,19.1,79.05428571430001,3.17142857143,6.9,32.8,97.3
2009-11-26,-0.0033,0.05320999999999999,0.2258857,41.17,299.988571429,12.5,81.1328571429,2.9285714285699997,6.21428571429,32.8,68.7
2009-12-03,0.17255,0.1421,0.21545709999999998,3.27,300.038571429,1.42,75.7842857143,2.6428571428599996,6.2,30.6,20.1
2009-12-10,-0.0192,-0.04448,0.1941167,0.0,300.025714286,11.5,75.99,2.15714285714,5.91428571429,30.6,12.0
2009-12-17,0.3517,0.17815,0.2365571,1.88,299.718571429,17.9,77.19142857140001,2.08571428571,5.78571428571,30.6,28.4
2009-12-24,-0.07163333,-0.0481,0.172225,0.0,299.448571429,3.0,75.3514285714,2.65714285714,6.04285714286,31.7,1.8
2010-01-01,0.14363777933333335,-0.00047333333333333255,0.18830942666666667,0.0,299.02800000020005,10.872,77.47028571428001,2.7942857142866666,6.33238095238,31.7,1.0
2010-01-08,0.332,0.0412,0.2023833,0.0,298.66,17.76,79.3242857143,2.91428571429,6.58571428571,31.7,0.3
2010-01-15,0.0227,0.0227,0.1767714,6.24,298.452857143,16.97,78.6457142857,3.04285714286,7.07142857143,31.7,48.6
2010-01-22,0.2409,0.11044000000000001,0.1177714,0.0,297.837142857,56.9,85.5385714286,2.02857142857,4.84285714286,29.4,207.7
2010-01-29,0.0799,0.03605,0.21594290000000002,8.69,298.541428571,7.77,80.38,2.7142857142900003,5.54285714286,30.6,20.3
2010-02-05,0.0375,0.0782,0.1250143,0.0,298.19,7.6,72.6085714286,2.02857142857,6.72857142857,28.9,5.2
2010-02-12,0.478,0.21323330000000001,0.26252859999999995,0.0,298.76,0.3,72.5285714286,3.7142857142900003,7.7,31.1,0.0
2010-02-19,0.224133335,0.0286,0.13875,0.0,298.837142857,2.5,76.6557142857,3.98571428571,7.52857142857,31.1,1.8
2010-02-26,-0.02973333,-0.06515,0.09831667,20.28,298.607142857,30.3,78.02,2.6857142857099996,6.6,32.8,4.8
2010-03-05,0.0479,0.00168,0.1630833,0.0,299.298571429,15.29,81.30571428569999,3.75714285714,6.77142857143,33.9,20.6
2010-03-12,-0.026549999999999976,-0.0111,0.04485714,0.0,298.218571429,43.5,80.4328571429,3.01428571429,5.95714285714,33.3,43.0
2010-03-19,-0.10099999999999999,-0.12143330000000001,0.2296429,0.0,298.168571429,26.1,80.00857142859999,2.9,6.514285714290001,33.3,35.1
2010-03-26,-0.008233333,-0.0748,0.28537140000000005,6.92,299.937142857,1.8,77.8571428571,3.58571428571,8.02857142857,33.3,0.3
2010-04-02,-0.06055,0.00845,0.3026857,0.0,299.79,0.8,74.9657142857,3.08571428571,7.014285714289999,31.7,0.0
2010-04-09,-0.073,-0.05613333,0.2341286,11.01,298.801428571,6.85,72.2,2.85714285714,6.75714285714,33.9,0.0
2010-04-16,0.0197,0.0132,0.16812860000000002,0.0,298.541428571,12.3,74.1542857143,2.67142857143,6.57142857143,30.0,17.6
2010-04-23,0.06955,-0.013825,0.11774289999999998,28.28,298.62857142900003,48.3,80.63,2.55714285714,5.8,32.2,48.4
2010-04-30,-0.2154,-0.04085,0.0683,43.33,299.662857143,30.9,83.18,2.54285714286,5.25714285714,32.8,21.9
2010-05-07,0.00145,-0.0115,0.2146,13.3,300.294285714,24.08,79.6928571429,3.27142857143,6.4,34.4,31.7
2010-05-14,-0.02065,0.004166667,0.13664289999999998,19.1,299.50285714299997,14.2,79.1685714286,2.4285714285699997,5.62857142857,30.6,83.3
2010-05-21,0.0653,0.0993,0.17331429999999998,17.51,299.791428571,41.5,81.3571428571,2.2,5.25714285714,31.1,85.3
2010-05-28,0.1254,0.02483333,0.1619,31.56,300.344285714,15.6,79.4028571429,3.2142857142900003,6.75714285714,32.8,61.5
2010-06-04,0.05803333,0.0776,0.08121667,125.84,300.362857143,174.8,85.3457142857,2.4,5.7,32.8,56.2
2010-06-11,-0.0351,-0.022475,0.15555,62.16,300.93857142900004,8.1,81.3028571429,3.1142857142900002,5.87142857143,33.3,17.7
2010-06-18,0.0371,0.072075,0.3342857,18.94,301.03,13.08,78.86428571430001,2.65714285714,5.81428571429,32.2,27.4
2010-06-25,0.072175,0.05403333,0.1621,64.77,300.268571429,78.6,83.0014285714,2.2142857142900003,4.92857142857,31.7,100.1
2010-07-02,-0.0817,-0.0171,0.17854289999999998,78.93,300.312857143,36.12,83.69142857140001,2.47142857143,6.24285714286,32.2,72.2
2010-07-09,-0.0153,-0.005,0.21438569999999998,9.91,300.87142857099997,27.57,82.0114285714,2.58571428571,5.7,32.2,46.0
2010-07-16,0.099,0.0356,0.2079,28.44,301.101428571,24.47,81.4942857143,2.6428571428599996,6.25714285714,33.9,7.2
2010-07-23,0.009833333,0.03178,0.05115714,93.3,300.24714285700003,100.9,84.0114285714,2.5714285714300003,5.88571428571,32.2,105.1
2010-07-30,0.08335,0.052000000000000005,0.1494714,95.05,300.155714286,40.09,84.71,2.12857142857,5.22857142857,31.7,67.5
2010-08-06,-0.01335,-0.02223333,0.2392714,12.19,300.845714286,19.56,80.7428571429,2.8,5.485714285709999,31.7,15.2
2010-08-13,-0.05005,-0.0004,0.0749,3.1,301.214285714,39.9,80.0414285714,2.6142857142900002,6.0,34.4,11.4
2010-08-20,-0.08675,-0.0105,0.13295,55.55,300.91,40.21,81.0628571429,3.12857142857,5.7,32.2,67.1
2010-08-27,0.03126667,0.128875,0.28447140000000004,23.58,301.127142857,34.08,80.4528571429,2.7142857142900003,5.78571428571,33.9,13.7
2010-09-03,0.170683335,0.08176667,0.17288570000000003,42.86,301.507142857,87.1,78.7157142857,3.3428571428600002,5.17142857143,32.2,103.4
2010-09-10,0.3101,0.17856670000000002,0.11763330000000001,44.44,301.364285714,31.7,79.5028571429,2.9,5.72857142857,34.4,32.8
2010-09-17,0.0029,0.02006667,0.2180571,57.8,300.948571429,56.1,81.2114285714,2.3142857142900004,5.32857142857,31.7,77.1
2010-09-24,0.1101,0.07806667,0.1541429,11.72,301.09,27.6,78.3628571429,3.1857142857099996,6.5,33.3,71.7
2010-10-01,0.097775,0.08916667,0.13521429999999998,28.17,300.905714286,30.65,79.0171428571,2.67142857143,5.42857142857,31.1,48.0
2010-10-08,0.08545,0.0887,0.1388,90.87,300.72571428599997,32.52,80.7928571429,2.82857142857,5.4,32.2,21.8
2010-10-15,0.2535,0.1899333,0.11375710000000001,132.05,300.831428571,37.9,81.6242857143,2.85714285714,6.58571428571,33.3,85.7
2010-10-22,0.18415,0.164325,0.3621,4.24,300.891428571,14.5,77.9928571429,3.54285714286,6.12857142857,32.8,24.4
2010-10-29,-0.0157,-0.09115,0.3367,1.24,300.914285714,4.8,73.4828571429,3.0571428571399997,6.37142857143,33.3,12.1
2010-11-05,-0.2052,0.13015,0.13871429999999998,10.37,300.325714286,55.3,77.4014285714,2.6428571428599996,6.34285714286,32.2,61.7
2010-11-12,0.0532,0.04565,0.1268667,89.65,299.848571429,120.7,81.55142857140001,1.9857142857099999,6.02857142857,32.2,120.0
2010-11-19,-0.18265,0.11446669999999999,0.10925,42.65,298.95428571400004,34.0,78.03,3.12857142857,5.0,30.0,48.6
2010-11-26,-0.212,0.0148,0.28185709999999997,1.08,299.258571429,17.58,70.9328571429,2.17142857143,5.7,29.4,27.5
2010-12-03,-0.0527,0.01235,0.17088570000000003,2.12,298.88285714299997,19.0,71.08428571430001,1.9428571428599999,5.4,28.9,6.0
2010-12-10,0.4955,0.2436286,0.2561,0.0,298.00285714299997,3.7,64.92,3.4428571428600003,6.8,28.3,5.1
2010-12-17,-0.18516670000000002,-0.132375,0.209,32.9,298.82285714299996,8.76,78.5142857143,3.5714285714300003,5.94285714286,31.1,45.2
2010-12-24,0.0223,-0.03633333,0.13171429999999998,15.16,298.09,30.8,77.07,2.7,5.485714285709999,30.6,118.4
2011-01-01,0.065,0.3043667,0.16232860000000002,7.57,298.24714285700003,8.3,74.5685714286,1.9714285714300002,5.08571428571,28.3,5.7
2011-01-08,0.00895,0.01385,0.1041143,9.17,296.982857143,27.68,77.1571428571,1.48571428571,4.04285714286,27.2,23.2
2011-01-15,0.2194429,-0.03813333,0.12261430000000001,7.58,297.898571429,5.7,81.77142857140001,2.1142857142900002,6.67142857143,31.7,24.1
2011-01-22,-0.1112,-0.041775,0.30417140000000004,10.11,298.294285714,7.2,80.0757142857,2.12857142857,5.94285714286,30.0,16.3
2011-01-29,-0.10099999999999999,0.0288,0.2506143,0.0,298.314285714,0.3,78.2142857143,2.85714285714,6.95714285714,30.0,2.5
2011-02-05,-0.0679,0.05163333,0.1912429,0.0,298.1,1.1,75.5814285714,2.8,6.97142857143,29.4,6.1
2011-02-12,-0.06153333,0.04316667,0.15298570000000003,0.0,298.05,3.7,77.1514285714,2.54285714286,6.6428571428600005,30.0,8.8
2011-02-19,0.28764290000000003,-0.09375,0.2440857,0.0,298.211428571,2.44,77.9471428571,2.6428571428599996,6.5,30.0,20.9
2011-02-26,-0.04325,0.015975,0.2521857,0.0,297.567142857,22.5,80.1685714286,2.48571428571,6.25714285714,29.4,25.1
2011-03-05,-0.03105,-0.0164,0.1585,8.04,297.287142857,0.4,70.3257142857,2.17142857143,5.7,28.3,1.0
2011-03-12,-0.08743333,-0.09346667,0.29007140000000003,10.56,297.26,4.4,75.22857142859999,2.55714285714,6.67142857143,28.9,3.3
2011-03-19,-0.16475,-0.0063,0.2117714,0.0,296.95,2.8,68.6885714286,2.44285714286,5.65714285714,28.3,2.1
2011-03-26,0.13825710000000002,0.09122000000000001,0.2114714,0.0,297.18,16.1,74.0228571429,2.62857142857,6.54285714286,29.4,11.6
2011-04-02,-0.0839,0.03255,0.1813286,15.13,297.682857143,13.16,80.1414285714,2.52857142857,7.1428571428600005,31.1,12.1
2011-04-09,0.05416,0.07942,0.15614289999999997,1.9,298.52,6.9,80.08571428569999,2.74285714286,7.8,32.8,4.6
2011-04-16,0.073,0.06053333,0.17561429999999997,0.0,298.291428571,0.7,74.3985714286,2.62857142857,6.81428571429,30.6,6.8
2011-04-23,0.22155709999999998,0.1077,0.2231286,31.97,297.895714286,12.0,77.72428571430001,2.1428571428599996,5.92857142857,29.4,23.1
2011-04-30,-0.07795,-0.2118,0.1421571,2.95,298.297142857,3.7,74.99142857140001,2.8428571428600002,6.27142857143,30.6,0.3
2011-05-07,-0.04453333,-0.0261,0.1282333,41.53,298.492857143,31.1,81.63,1.78571428571,5.07142857143,30.6,89.5
2011-05-14,-0.06685,0.0039,0.1433286,9.53,298.23571428599996,7.2,74.6028571429,1.92857142857,4.92857142857,29.4,0.0
2011-05-21,0.1068857,0.087875,0.1036833,72.74,298.067142857,301.4,84.4528571429,2.2857142857099997,6.02857142857,32.8,40.4
2011-05-28,0.06186667,0.076725,0.06075714,69.66,298.782857143,276.9,86.7814285714,2.2857142857099997,6.17142857143,30.0,84.3
2011-06-04,0.05805,0.07835,0.1345286,76.75,299.775714286,28.5,83.7085714286,1.87142857143,5.34285714286,30.6,61.3
2011-06-11,0.0253,0.06476667,0.06235714,71.88,299.49857142900004,37.3,84.7085714286,1.8142857142900002,6.3,30.6,108.4
2011-06-18,0.06785,0.09993333,0.16391429999999999,52.92,300.214285714,203.8,86.67857142860001,2.05714285714,6.75714285714,33.9,200.6
2011-06-25,0.0753,0.08775,0.24100000000000002,28.95,300.698571429,15.2,82.8971428571,1.9857142857099999,6.57142857143,33.3,70.8
2011-07-02,0.09443333,0.10244,0.1341714,75.82,300.641428571,13.6,82.08,2.0,5.78571428571,33.3,6.4
2011-07-09,0.00035,0.032139999999999995,0.1324857,70.37,300.13285714299997,28.7,84.2057142857,1.87142857143,5.8,32.2,33.0
2011-07-16,0.3302,0.18825,0.2075714,28.3,300.085714286,21.5,84.0614285714,1.87142857143,5.57142857143,31.7,25.0
2011-07-23,0.27787140000000005,0.0829,0.1063857,43.48,300.411428571,11.6,80.6385714286,2.0,7.05714285714,32.8,99.6
2011-07-30,-0.0159,0.0503,0.16284289999999998,57.69,300.591428571,31.2,83.22857142859999,2.15714285714,6.25714285714,32.8,48.2
2011-08-06,-0.0132,0.051825,0.15941429999999998,33.85,300.26,42.1,82.2571428571,2.1142857142900002,6.27142857143,31.1,80.3
2011-08-13,0.3229143,0.3349429,0.2486,85.88,300.608571429,22.5,84.1014285714,2.04285714286,5.17142857143,32.2,83.9
2011-08-20,0.04,0.2155,0.2223571,14.22,300.861428571,7.5,80.33428571430001,2.44285714286,6.6428571428600005,33.3,20.3
2011-08-27,0.0994,0.0998,0.14548570000000002,120.16,300.63285714299997,89.5,83.2857142857,1.8428571428599998,5.7,32.8,205.8
2011-09-03,-0.03925,0.000225,0.2394857,93.06,300.672857143,5.9,82.03,2.2,6.514285714290001,33.3,153.1
2011-09-10,0.272,0.06483333,0.2003286,28.09,300.854285714,9.3,78.7542857143,2.32857142857,6.25714285714,33.3,33.3
2011-09-17,0.1231,0.1106,0.18158329999999998,19.72,301.098571429,34.1,79.66428571430001,2.3,5.61428571429,34.4,21.5
2011-09-24,-0.00585,0.0351,0.15388570000000001,98.32,300.54571428599996,17.1,80.4257142857,2.2,5.84285714286,32.2,29.0
2011-10-01,-0.07495,0.1554333,0.32217140000000005,54.67,300.54571428599996,25.9,81.7557142857,2.1428571428599996,6.5,32.2,48.8
2011-10-08,0.1027,0.1133,0.36732859999999995,27.9,300.92,1.9,80.1528571429,2.32857142857,6.72857142857,33.3,39.4
2011-10-15,0.0313,0.04263333,0.1176714,50.93,300.698571429,1.4,78.11,2.15714285714,6.6,32.8,32.5
2011-10-22,-0.0216,-0.0404,0.18488570000000001,19.83,300.567142857,7.3,77.6971428571,2.2571428571400003,7.32857142857,32.8,10.4
2011-10-29,-0.0219,-0.0525,0.1477571,6.38,300.341428571,6.9,75.4171428571,2.5,6.44285714286,31.1,58.0
2011-11-05,0.0893,0.0436,0.2261167,4.75,300.397142857,8.1,80.4071428571,2.37142857143,6.5,31.1,39.0
2011-11-12,0.1903,0.07236667,0.2001167,98.53,300.237142857,6.0,78.6428571429,2.6142857142900002,7.085714285710001,32.8,15.2
2011-11-19,-0.4634,-0.0331,0.1027857,44.02,300.13428571400004,25.9,79.3842857143,2.32857142857,6.28571428571,31.7,31.8
2011-11-26,-0.02486667,0.0261,0.1853143,0.0,299.417142857,60.0,80.5971428571,2.0,5.15714285714,30.0,22.1
2011-12-03,-0.1309333,0.0022,0.2177286,8.85,299.095714286,26.0,81.1885714286,1.9857142857099999,5.31428571429,30.0,50.2
2011-12-10,0.0886,-0.05363333,0.3307286,5.54,298.9,5.3,75.6671428571,1.8571428571400002,5.4,28.9,93.7
2011-12-17,0.2814857,0.14165,0.1836,169.34,298.717142857,70.8,80.9242857143,1.72857142857,5.21428571429,29.4,70.9
2011-12-24,0.10286669999999999,0.0522,0.1072857,0.0,298.28,6.1,71.7171428571,2.1,5.17142857143,28.9,27.0
2012-01-01,0.1653,0.099025,0.152875,15.3,298.507142857,8.0,73.1871428571,2.04285714286,5.78571428571,29.4,48.1
2012-01-08,0.02685,0.0642,0.2285143,0.0,298.694285714,1.4,76.5171428571,2.32857142857,6.11428571429,30.6,4.7
2012-01-15,-0.1263667,0.01268,0.2306857,0.0,298.20428571400004,10.7,78.8328571429,2.12857142857,6.24285714286,29.4,13.0
2012-01-22,-0.06515,0.0226,0.15214,0.0,298.35,1.0,74.55,2.3571428571400004,6.0,29.4,6.4
2012-01-29,0.31275,0.1132,0.1889857,0.0,297.347142857,13.8,76.8942857143,2.15714285714,6.02857142857,28.3,27.5
2012-02-05,-0.1114,0.0191,0.14175710000000002,0.0,297.404285714,7.9,75.6385714286,2.47142857143,5.78571428571,28.3,32.2
2012-02-12,-0.0469,0.054000000000000006,0.255,7.02,297.567142857,7.8,78.1057142857,2.3142857142900004,5.8,28.3,25.5
2012-02-19,-0.0006333333,-0.1169333,0.15365710000000002,0.0,297.932857143,1.9,76.9671428571,2.7,6.82857142857,31.1,12.5
2012-02-26,-0.0569,0.156225,0.3853833,0.0,297.224285714,24.5,78.2257142857,2.52857142857,5.6428571428600005,28.3,8.2
2012-03-04,-0.01215,0.00042,0.1655429,0.0,298.032857143,2.8,75.4257142857,2.6142857142900002,6.24285714286,30.0,5.8
