week_start_date,ndvi_ne,ndvi_nw,ndvi_se,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
2010-11-19,0.1918714,0.23265709999999998,0.2561857,62.56,298.30714285700003,296.478571429,309.8,293.5,143.1,91.34285714290002,27.35,11.825,35.1,20.5,41.1
2010-11-26,0.3294714,0.38752859999999995,0.3104,43.51,298.212857143,297.012857143,305.8,294.6,69.53,93.40714285709998,27.35,12.35,34.4,20.5,40.2
2010-12-03,0.1851,0.1840714,0.09825714,42.7,299.87857142900003,296.624285714,309.7,295.4,58.43,85.2885714286,28.65,12.55,36.2,20.9,17.0
2010-12-10,0.2064857,0.2436286,0.22962860000000002,102.94,298.508571429,297.198571429,308.3,295.3,116.57,93.84142857139999,27.08,10.32,34.6,21.4,29.2
2010-12-17,0.3063571,0.2906714,0.33787140000000004,26.86,298.977142857,296.377142857,307.1,295.1,34.23,86.9057142857,28.7666666667,13.5333333333,36.2,21.8,9.2
2010-12-24,0.24781430000000002,0.1746,0.2196571,39.13,299.08,294.8,308.6,294.4,19.83,79.94857142859999,28.0666666667,13.9666666667,36.2,20.5,7.1
2011-01-01,0.2775,0.3043667,0.2356556,43.67,296.571428571,295.94,303.8,294.2,222.0,96.6271428571,26.9,8.6,33.2,22.0,54.7
2011-01-08,0.3677429,0.3201429,0.31277140000000003,10.08,298.875714286,294.698571429,306.9,293.2,44.87,80.4528571429,27.85,12.35,36.0,21.2,0.0
2011-01-15,0.2194429,0.2352833,0.2000286,48.87,298.168571429,296.037142857,306.6,295.0,134.5,89.6757142857,27.8333333333,10.8,34.4,21.5,33.0
2011-01-22,0.2611286,0.2940286,0.2393286,51.12,298.012857143,295.991428571,308.8,292.4,28.9,90.4542857143,27.633333333299998,10.4666666667,34.1,21.0,40.9
2011-01-29,0.2402,0.2538286,0.20922860000000001,53.22,298.424285714,294.29,306.8,293.1,9.4,80.1285714286,27.45,11.4,35.0,21.2,9.9
2011-02-05,0.17242860000000002,0.1657857,0.19282860000000002,50.2,297.481428571,295.76428571400004,306.3,291.9,98.7,91.44,28.0,11.4,34.0,20.5,34.3
2011-02-12,0.3101429,0.2193286,0.1789571,43.54,298.025714286,296.27,306.1,292.3,62.8,91.3385714286,27.0,11.05,33.0,21.0,0.5
2011-02-19,0.28764290000000003,0.2826143,0.2644571,60.97,297.587142857,296.56,306.4,294.3,280.42,94.5785714286,27.4333333333,11.5333333333,33.6,21.0,41.2
2011-02-26,0.16657139999999998,0.1742714,0.1805,76.73,297.75142857099996,296.784285714,305.5,292.6,45.9,94.8542857143,27.95,10.8,34.2,21.0,9.0
2011-03-05,0.21601669999999998,0.2520333,0.21091669999999998,42.18,297.56142857099996,296.87857142900003,304.4,294.6,126.8,96.38285714290001,27.4666666667,11.566666666700002,34.2,20.5,13.3
2011-03-12,0.2821,0.2399143,0.2339,101.98,297.341428571,296.24714285700003,304.4,293.4,87.4,94.4485714286,26.7,9.166666666669999,33.4,21.4,22.0
2011-03-19,0.3512429,0.3383286,0.3577857,49.58,297.991428571,296.22,305.5,293.2,54.1,91.1857142857,27.0,10.75,35.0,21.2,1.8
2011-03-26,0.13825710000000002,0.15471429999999997,0.1428286,71.69,297.602857143,296.712857143,305.8,294.2,73.7,95.4257142857,27.7571428571,10.857142857100001,35.2,21.0,44.9
2011-04-02,0.2292,0.2304,0.1851286,54.37,297.55,296.714285714,305.5,293.5,67.28,95.56,26.9,10.5666666667,33.0,21.4,5.4
2011-04-09,0.3128143,0.31917140000000005,0.3774571,72.16,298.044285714,296.971428571,305.5,293.5,82.1,94.5657142857,27.9,9.7,34.2,20.6,47.0
2011-04-16,0.2731833,0.3287,0.2243571,64.17,296.652857143,296.205714286,303.9,293.4,81.2,97.59857142860001,26.1,9.2,33.4,21.2,48.8
2011-04-23,0.22155709999999998,0.2313714,0.1462571,112.69,296.714285714,296.19285714299997,303.5,293.5,101.0,97.3,27.15,9.25,34.4,21.8,8.1
2011-04-30,0.2891,0.35406,0.1965571,89.33,297.277142857,296.77,305.2,292.8,97.2,97.3014285714,28.1,10.2,33.2,22.3,24.0
2011-05-07,0.2470143,0.27737140000000005,0.2767571,111.09,297.55,297.08428571400003,303.7,293.9,101.6,97.48142857139999,27.425,10.1,33.2,21.2,17.5
2011-05-14,0.2356143,0.36116,0.2586286,53.29,295.50285714299997,294.28,304.7,291.9,42.6,93.8528571429,26.3,8.55,30.8,21.5,39.3
2011-05-21,0.1068857,0.10865710000000002,0.12764289999999998,135.1,296.158571429,295.59,304.5,291.6,69.5,96.9114285714,27.0,8.26666666667,32.6,22.5,18.0
2011-05-28,0.2827571,0.21217139999999998,0.2726429,105.13,297.54,295.93142857099997,307.6,292.2,35.9,92.12857142860001,25.9428571429,6.17142857143,33.2,20.6,38.1
2011-06-04,0.1145857,0.13027139999999998,0.14248570000000002,28.1,296.657142857,295.432857143,304.7,292.9,36.5,93.81,27.4142857143,5.34285714286,33.4,23.9,23.4
2011-06-11,0.2767571,0.2575857,0.18265710000000002,152.32,295.778571429,294.741428571,306.6,291.7,36.7,94.9485714286,26.5571428571,6.3,31.4,21.1,27.2
2011-06-18,0.33931999999999995,0.26411999999999997,0.3501,54.27,297.388571429,295.304285714,308.3,291.6,178.1,90.09,27.842857142899998,6.75714285714,33.6,22.8,4.1
2011-06-25,0.1635429,0.2133143,0.19995710000000003,59.54,294.554285714,293.484285714,304.2,290.5,44.7,94.75,28.214285714299997,6.57142857143,32.2,22.2,35.8
2011-07-02,0.17824289999999998,0.1938714,0.2064714,42.4,296.185714286,294.762857143,304.9,290.4,64.2,92.5014285714,28.3142857143,5.78571428571,33.2,22.8,9.6
2011-07-09,0.13975710000000002,0.13925,0.11599999999999999,31.44,295.551428571,294.848571429,304.7,291.3,54.0,96.4942857143,27.7428571429,5.8,29.6,23.9,17.2
2011-07-16,0.3302,0.3348429,0.3249571,19.52,295.554285714,293.25142857099996,305.5,290.6,25.7,88.7785714286,28.1142857143,5.57142857143,31.8,19.5,21.1
2011-07-23,0.27787140000000005,0.2915143,0.2991143,70.29,297.205714286,294.161428571,306.6,290.9,24.8,85.5657142857,26.85,11.7,34.0,20.6,16.3
2011-07-30,0.2031571,0.19227139999999998,0.2074,105.88,296.48571428599996,294.448571429,304.5,291.3,19.6,90.07142857139999,26.7333333333,10.633333333300001,33.0,21.0,38.8
2011-08-06,0.38127140000000004,0.3726833,0.3742429,14.96,296.798571429,293.864285714,306.6,291.1,27.3,86.08285714290001,27.4333333333,11.6,33.4,20.8,5.1
2011-08-13,0.3229143,0.3349429,0.29347140000000005,7.3,297.45428571400004,294.522857143,307.9,290.9,79.9,86.3557142857,27.02,11.56,34.2,20.4,8.149999999999999
2011-08-20,0.28664290000000003,0.2679667,0.2945571,24.95,297.928571429,292.11,308.3,291.6,10.4,73.6757142857,27.85,11.95,34.8,21.2,11.2
2011-08-27,0.3120857,0.2748,0.2536,24.3,297.93857142900004,293.695714286,308.4,291.8,24.3,80.4857142857,28.75,12.15,35.2,17.4,23.9
2011-09-03,0.3227286,0.3295429,0.2857571,30.18,298.15,293.241428571,309.0,290.9,14.4,77.5371428571,28.1,12.2,34.2,17.8,25.1
2011-09-10,0.272,0.2638,0.26961430000000003,23.04,297.72,293.715714286,309.8,291.8,11.4,80.79,27.8,12.2333333333,34.8,21.6,12.9
2011-09-17,0.16962860000000002,0.1409,0.1158,60.78,298.62857142900003,294.987142857,309.7,292.4,64.5,82.58428571430001,27.5333333333,11.3666666667,34.4,21.5,66.0
2011-09-24,0.42998569999999997,0.4121571,0.27812859999999995,56.19,297.778571429,295.05,308.9,291.7,107.8,87.59,27.65,10.65,33.8,21.4,29.0
2011-10-01,0.3460143,0.28427140000000006,0.3458143,55.53,298.015714286,295.832857143,307.3,292.0,90.9,89.44285714290001,26.8,7.3,33.3,22.2,29.0
2011-10-08,0.3865,0.30827140000000003,0.4066143,62.22,297.098571429,295.755714286,306.7,291.9,47.5,93.28,27.525,11.0,34.2,21.1,38.8
2011-10-15,0.2673,0.2528143,0.2181429,43.29,298.13,296.34,308.8,293.0,52.3,91.2657142857,27.75,10.6,33.7,21.4,36.8
2011-10-22,0.2488,0.2852857,0.2442571,51.74,299.761428571,296.897142857,308.8,295.5,35.7,86.1985714286,28.975,10.9,34.7,22.8,10.2
2011-10-29,0.4231714,0.4198429,0.4419143,36.09,298.027142857,296.23571428599996,307.3,292.2,130.0,90.9985714286,27.2333333333,11.5,34.2,21.2,61.7
2011-11-05,0.4194,0.3701571,0.3908143,25.73,298.482857143,296.044285714,308.4,291.3,51.2,88.5042857143,28.75,12.45,35.5,21.4,43.2
2011-11-12,0.27527140000000005,0.2726571,0.2768429,61.75,298.58428571400003,296.392857143,309.5,292.7,69.0,89.7214285714,28.8,12.0,35.2,21.2,9.1
2011-11-19,0.17292860000000002,0.2871167,0.19008570000000002,64.85,297.92571428599996,296.64428571400003,305.2,294.0,243.6,93.3114285714,27.6,10.8666666667,33.8,21.1,27.5
2011-11-26,0.31111669999999997,0.34600000000000003,0.3280429,75.37,298.18142857099997,296.66,308.2,294.5,59.9,92.7,27.375,11.175,34.2,20.7,92.0
2011-12-03,0.3528857,0.33753330000000004,0.31851430000000003,61.58,298.792857143,296.471428571,307.6,294.2,40.0,88.88285714290001,28.45,11.675,35.1,22.0,11.9
2011-12-10,0.2277143,0.2261714,0.2731857,72.47,298.23571428599996,296.592857143,306.0,294.3,50.2,91.95285714290002,28.3,9.7,34.2,21.8,6.4
2011-12-17,0.2814857,0.2953,0.215,50.22,297.56142857099996,296.428571429,303.6,292.7,89.5,94.2557142857,27.2,11.1,33.3,21.7,23.1
2011-12-24,0.3317,0.3049,0.28745,104.91,297.221428571,296.375714286,304.9,293.0,172.0,95.78,27.7,9.96666666667,33.8,22.5,47.2
2012-01-01,0.1926,0.2411,0.2246625,83.53,298.224285714,296.87,305.5,294.0,120.4,93.2642857143,28.5,11.0,34.0,22.2,57.2
2012-01-08,0.2208857,0.2357286,0.2602714,55.26,296.638571429,296.13428571400004,303.1,293.8,140.8,97.4357142857,27.975,10.125,32.8,22.6,35.3
2012-01-15,0.2321571,0.2176143,0.2224143,73.85,296.97,296.29571428599996,304.6,292.7,116.8,96.44285714290001,27.45,9.25,33.1,22.2,14.7
2012-01-22,0.19925710000000002,0.2649571,0.2363,139.06,296.912857143,295.951428571,306.3,293.2,99.8,95.2585714286,27.5333333333,10.0,33.0,20.8,132.3
2012-01-29,0.3079857,0.2530286,0.34325,69.24,297.39,295.48571428599996,306.3,292.1,46.0,90.56285714290001,27.0333333333,10.0333333333,32.8,21.4,51.1
2012-02-05,0.10995,0.16627139999999999,0.2246429,56.99,297.435714286,296.43857142900004,305.3,292.3,65.7,95.0128571429,27.15,9.55,32.6,22.0,23.0
2012-02-12,0.1666714,0.2257429,0.2215,25.76,297.17,296.624285714,306.0,294.9,245.1,97.1685714286,26.85,8.975,32.4,22.0,39.0
2012-02-19,0.2187857,0.2505143,0.2702143,135.04,296.898571429,295.92714285700004,307.1,293.1,75.9,94.95142857139999,27.0,8.7,33.4,21.7,94.5
2012-02-26,0.1739,0.15034289999999997,0.16594289999999998,96.59,298.098571429,295.17714285700004,306.9,293.1,62.8,86.16571428569999,28.0666666667,11.2,34.9,21.7,43.2
2012-03-04,0.2898571,0.2981571,0.2441429,121.79,296.51428571400004,295.36714285700003,303.5,291.9,50.3,94.08,26.6,9.3,32.2,20.4,138.1
2012-03-11,0.20392860000000002,0.2261286,0.2998429,144.65,297.038571429,296.195714286,305.1,293.7,118.2,95.76857142860001,26.75,9.75,32.6,21.7,87.9
2012-03-18,0.1607,0.2274,0.22105709999999998,79.25,296.352857143,295.534285714,306.0,292.1,79.2,95.7842857143,26.975,9.5,32.2,21.8,65.0
2012-03-25,0.2969286,0.26317140000000006,0.2453,68.24,297.078571429,295.317142857,306.7,291.5,124.1,91.3385714286,27.2,10.675,34.0,20.8,49.2
2012-04-01,0.2567143,0.2064833,0.24724290000000002,149.88,298.25,296.47,305.4,293.5,59.9,91.5428571429,27.8,9.85,33.8,20.8,39.9
2012-04-08,0.23057139999999998,0.21118,0.19041429999999998,102.08,296.242857143,295.847142857,304.5,291.9,139.1,97.89285714290001,27.85,9.75,33.4,21.7,68.1
2012-04-15,0.14175710000000002,0.17088570000000003,0.1451571,84.86,297.63,296.705714286,306.6,293.3,109.5,95.3657142857,28.6,10.3,34.0,23.1,34.6
2012-04-22,0.27802859999999996,0.3235143,0.2937571,85.81,297.7,296.85571428599997,304.9,293.7,125.8,95.76,27.55,9.75,33.1,22.7,212.0
2012-04-29,0.3716571,0.3788857,0.4530429,49.66,297.60571428599997,296.268571429,307.1,292.2,92.2,93.5957142857,27.82,9.1,32.8,22.2,7.9
2012-05-06,0.2117857,0.1863286,0.19395710000000002,61.7,297.028571429,296.241428571,307.5,293.4,56.6,95.93,27.5666666667,10.7666666667,33.4,21.8,67.9
2012-05-13,0.3063,0.2805571,0.2832857,50.85,296.07428571400004,294.828571429,304.0,289.8,39.92,93.5171428571,26.85,9.75,33.2,19.4,9.1
2012-05-20,0.3813333,0.3767833,0.3292333,80.29,297.374285714,296.215714286,304.3,291.2,57.8,94.1742857143,27.1,9.1,32.2,22.2,48.0
2012-05-27,0.1982857,0.2052571,0.2014286,39.78,296.19,294.81,305.3,291.5,42.7,93.1985714286,27.4,9.85,33.0,21.8,21.1
2012-06-03,0.2482143,0.2148714,0.25558569999999997,26.31,297.257142857,294.668571429,308.1,291.3,16.5,87.76,27.18,9.06,33.1,22.2,68.2
2012-06-10,0.1959714,0.2414286,0.18228570000000002,14.46,297.525714286,295.205714286,306.0,291.4,35.4,88.53857142860001,27.15,10.075,32.4,21.3,12.8
2012-06-17,0.16515,0.1638667,0.2271333,55.98,296.212857143,294.328571429,304.9,288.3,39.0,90.62857142860001,24.84,9.18,34.2,17.8,66.6
2012-06-24,0.3135571,0.3152857,0.3249714,33.63,297.05,295.172857143,306.8,291.0,25.5,90.75,27.25,11.6,34.4,20.3,3.8
2012-07-01,0.2218857,0.16988570000000003,0.2181286,89.4,297.447142857,294.972857143,308.0,291.9,181.0,88.5514285714,26.9833333333,11.6166666667,33.8,19.8,37.0
2012-07-08,0.2701,0.2655714,0.28682859999999993,19.02,295.74857142900004,294.511428571,303.8,290.8,36.2,93.6685714286,25.85,10.525,31.8,20.0,17.0
2012-07-15,0.1930429,0.2625,0.14305710000000002,87.2,296.934285714,294.104285714,306.1,290.6,64.1,86.65714285709998,26.0,11.142857142899999,32.0,19.8,13.9
2012-07-22,0.2303143,0.3333571,0.19431429999999997,51.46,297.5,294.89,306.7,292.0,147.8,87.7328571429,26.0,9.425,31.4,19.5,22.1
2012-07-29,0.3980571,0.4044857,0.3445,35.72,295.854285714,291.95428571400004,304.1,286.2,15.5,81.1028571429,25.1,11.7666666667,31.5,17.3,9.1
2012-08-05,0.2616857,0.27972859999999994,0.1777143,37.23,296.332857143,293.75,306.9,291.1,16.3,87.39,26.5,12.2,33.8,20.3,1.0
2012-08-12,0.2895,0.30017140000000003,0.2397429,16.38,297.657142857,292.92,307.9,289.3,8.9,77.6428571429,27.0,13.4,34.2,18.3,0.5
2012-08-19,0.1875667,0.1556714,0.1806,12.93,297.988571429,292.655714286,308.3,288.4,29.5,76.5642857143,27.5,13.2,34.6,18.4,0.0
2012-08-26,0.3844667,0.4623714,0.4074143,37.47,297.218571429,295.03,309.2,290.9,102.9,89.8471428571,26.275,11.4,34.2,19.4,41.9
2012-09-02,0.1917,0.1316286,0.1595714,34.14,298.911428571,293.958571429,310.0,292.1,39.7,76.9514285714,27.64,11.62,35.3,20.5,17.0
2012-09-09,0.4114,0.32852859999999995,0.26732859999999997,6.4,297.892857143,293.768571429,308.5,291.9,12.9,80.22857142859999,28.145,12.285,32.2,20.1,6.1
2012-09-16,0.389,0.41256670000000006,0.26525709999999997,50.0,298.17571428599996,294.32428571400004,310.0,292.2,25.8,82.6628571429,28.65,12.95,35.2,21.0,15.0
2012-09-23,0.3790429,0.4648,0.426,12.4,299.42571428599996,293.414285714,310.5,293.2,8.5,72.5357142857,28.05,11.925,35.4,20.5,21.3
2012-09-30,0.3430571,0.40105999999999997,0.28427140000000006,48.42,299.097142857,294.75,309.8,293.5,58.7,79.9128571429,28.0,12.5,35.6,20.6,28.9
2012-10-07,0.2247143,0.2918667,0.14142860000000002,55.11,298.047142857,294.288571429,309.7,289.7,27.7,82.6157142857,27.15,11.15,36.2,19.8,35.3
2012-10-14,0.2075429,0.2421286,0.2069429,59.72,298.994285714,296.07285714299996,309.3,294.6,73.8,86.61714285709999,28.55,11.9,35.2,22.5,51.5
2012-10-21,0.18215710000000002,0.2493333,0.2398857,51.03,298.435714286,295.825714286,308.3,293.5,35.3,87.4685714286,28.0,11.066666666700002,36.0,20.6,14.0
2012-10-28,0.26337140000000003,0.2797143,0.2138429,65.1,298.312857143,296.812857143,310.1,293.6,58.5,93.0357142857,27.3,9.8,35.2,22.0,37.6
2012-11-04,0.3497,0.3603571,0.31457140000000006,44.15,299.42571428599996,296.327142857,309.4,293.6,51.0,85.7314285714,28.8,13.3,35.4,21.7,34.1
2012-11-11,0.2395429,0.4598667,0.28422859999999994,44.25,299.18857142900004,296.151428571,308.7,293.7,32.9,85.1385714286,28.8333333333,11.9,35.2,22.0,10.9
2012-11-18,0.26332859999999997,0.3331167,0.2090286,44.21,298.95428571400004,297.048571429,309.2,294.5,52.31,91.38285714290001,27.5,9.55,36.1,22.5,7.1
2012-11-25,0.3198143,0.2968571,0.27247140000000003,47.31,297.89,297.517142857,302.8,294.3,107.7,97.9828571429,26.65,7.65,32.2,22.1,64.0
2012-12-02,0.3762857,0.3881429,0.4332286,42.66,298.37142857099997,297.72571428599997,306.4,295.0,85.7,96.5728571429,28.05,10.025,33.8,22.2,50.0
2012-12-09,0.3676167,0.35498,0.3258167,35.15,299.16,296.494285714,307.1,294.7,38.0,87.35714285709999,28.6,11.2,35.4,22.2,30.0
2012-12-16,0.13065,0.2654571,0.22304290000000002,102.24,298.66571428599997,297.082857143,306.5,294.4,76.7,92.02285714290001,27.88,10.5,34.6,21.0,3.0
2012-12-23,0.2569833,0.2234714,0.23388330000000002,50.42,298.612857143,297.228571429,305.8,294.1,70.8,92.92,28.2333333333,10.0666666667,34.3,22.0,21.3
2013-01-01,0.2558286,0.2686571,0.2684143,35.33,298.007142857,296.598571429,303.9,294.1,66.7,92.86285714290001,28.475,10.45,34.9,22.8,23.8
2013-01-08,0.1882286,0.13914289999999999,0.2527286,33.14,296.241428571,295.275714286,306.7,292.9,53.1,95.2328571429,26.45,7.9,31.2,21.2,86.8
2013-01-15,0.2522,0.1847429,0.2417,44.02,296.971428571,295.312857143,306.8,292.8,44.6,91.80285714290001,26.7,7.466666666669999,31.8,22.6,82.0
2013-01-22,0.18372860000000002,0.1270571,0.1659857,97.26,297.698571429,296.708571429,306.9,293.6,71.9,94.8728571429,27.9666666667,10.0333333333,33.6,22.5,36.8
2013-01-29,0.3688571,0.37532859999999996,0.33687140000000004,43.53,297.625714286,296.04571428599996,307.4,292.7,88.6,92.5128571429,26.7,6.45,33.3,23.2,51.3
2013-02-05,0.2749571,0.2709143,0.2930429,97.8,298.005714286,296.98571428599996,307.1,293.9,104.2,94.75285714290001,28.35,9.05,33.4,22.4,15.0
2013-02-12,0.26702859999999995,0.1907286,0.2791857,129.23,297.817142857,296.377142857,305.3,293.5,188.1,92.9057142857,27.8,8.6,33.8,22.4,19.6
2013-02-19,0.2979667,0.32775,0.2443571,66.47,297.74714285700003,296.782857143,305.5,294.1,152.4,95.3114285714,27.12,9.24,33.0,21.7,33.3
2013-02-26,0.3455167,0.3468667,0.3371167,39.19,297.0,296.245714286,305.9,292.7,62.4,96.02285714290001,27.6,9.566666666669999,34.2,21.8,111.3
2013-03-05,0.2953429,0.3098571,0.2546857,111.09,296.958571429,296.47,303.7,294.2,69.2,97.4785714286,27.7333333333,9.53333333333,34.2,22.6,149.9
2013-03-12,0.2236714,0.11945,0.2248,27.21,297.935714286,297.038571429,305.4,294.4,97.0,95.54,28.366666666700002,10.5333333333,34.3,22.2,35.1
2013-03-19,0.2318,0.1955833,0.20478570000000001,76.86,298.18857142900004,297.562857143,305.3,294.6,111.3,96.7485714286,27.9,9.166666666669999,34.9,22.8,0.0
2013-03-26,0.26342859999999996,0.2106143,0.2694143,104.47,298.327142857,297.141428571,307.5,294.1,81.72,94.2185714286,28.15,11.15,34.2,22.0,70.6
2013-04-02,0.22354290000000002,0.2085429,0.2399714,122.6,297.62142857099997,296.518571429,305.3,294.3,131.3,94.63,28.7,10.833333333299999,34.8,21.8,36.8
2013-04-09,0.2632,0.2374,0.2501429,88.07,297.754285714,296.3,307.9,293.7,52.2,93.09142857139999,27.633333333299998,9.53333333333,33.6,22.0,54.1
2013-04-16,0.3090286,0.27026669999999997,0.2355,44.3,298.647142857,296.885714286,309.5,294.0,121.0,91.86285714290001,28.3333333333,10.0,34.2,22.4,53.6
2013-04-23,0.19331429999999997,0.2470571,0.2756429,71.07,297.202857143,296.56142857099996,304.0,293.0,58.2,96.58,26.95,9.35,33.6,21.2,74.9
2013-04-30,0.3851429,0.3697,0.3759333,2.28,297.981428571,293.228571429,308.6,289.4,2.6,77.7571428571,27.25,13.125,35.0,18.2,8.9
2013-05-07,0.3963429,0.29247140000000005,0.3334,62.52,298.31,296.792857143,307.8,293.3,52.6,92.25,28.45,9.85,34.6,22.4,7.1
2013-05-14,0.3525571,0.28105,0.30707140000000005,46.27,297.36714285700003,296.435714286,304.0,293.3,105.7,95.3385714286,28.2333333333,9.4,34.1,21.4,38.6
2013-05-21,0.2368286,0.2938571,0.2234429,87.29,296.88,295.85,305.8,292.5,124.2,94.74,26.633333333299998,8.9,32.8,21.8,97.3
2013-05-28,0.30147140000000006,0.38002859999999994,0.28062859999999995,41.12,297.77428571400003,295.638571429,305.5,292.7,67.6,89.99,27.4,9.05,32.6,21.8,33.0
2013-06-04,0.2476,0.2963429,0.28537140000000005,71.52,297.167142857,295.845714286,306.3,291.6,45.7,93.8914285714,27.52,10.72,33.8,21.4,68.0
2013-06-11,0.2387286,0.2510286,0.2525857,78.96,295.831428571,294.89428571400003,304.6,290.7,45.22,94.96714285709999,27.2,10.075,32.6,21.6,93.2
2013-06-18,0.31042859999999994,0.3027,0.4066143,39.54,295.778571429,293.648571429,305.9,292.5,4.7,89.05714285709999,26.7,8.48,32.2,21.8,34.1
2013-06-25,0.3394667,0.2400714,0.3569429,51.8,297.372857143,294.61571428599996,307.3,289.6,27.8,87.03,27.35,9.675,32.6,22.0,14.9
